name,full_name,trip_count,trip_list,stop_count,stop_list,id,direction_id
271-A KMT-ABG,KR Market → Abbigere,3,"['06:15:00', '18:35:00', '21:05:00']",33,"['KR Market', 'Town Hall', 'Corporation', 'Mysore Bank', 'Kempegowda Bus Station', 'Ananda Rao Circle', 'Central', 'Malleshwara Circle', 'Malleshwara 8th Cross (Sampige Road)', 'Malleshwaram11th Cross', 'Malleshwaram 15th Cross', 'Malleshwaram 18th Cross', 'Tata Institute', 'Yeshawanthapura Circle', 'Yeshawanthapura Tollgate', 'Yeshawanthapura Ayyappa Temple', 'Diwanarapalya', 'MS Ramaiah College', 'Mathikere', 'Gokula', 'BEL Circle', 'State Bank of India', 'BEL Market', 'HMT Club House', 'Gangamma Circle', 'Fathima Church', 'Kammagondanahalli Bridge', 'KG Halli Post Office', 'S R S Mathikere', 'Kammagondanahalli Rama Temple', 'WIMAC Junction', 'Abbigere Cross', 'Abbigere']",6909,0
271-A KMT-ABG,Abbigere → KR Market,3,"['05:10:00', '17:20:00', '19:50:00']",33,"['Abbigere', 'Abbigere Cross', 'WIMAC Junction', 'Kammagondanahalli Rama Temple', 'S R S Mathikere', 'KG Halli Post Office', 'Kammagonda\u200cnahalli Bridge', 'Fathima Church', 'Gangamma Circle', 'HMT Club House', 'BEL Market 1', 'BEL Circle', 'Gokula', 'Mathikere', 'MS Ramaiah College', 'Diwanarapalya', 'Yeshawanthapura Ayyappa Temple', 'Yeshawanthapura Tollgate', 'Tata Institute', 'Malleshwaram 18th Cross', 'Malleshwaram 13th Cross', 'Malleshwaram 11th Cross', 'Malleshwara 8th Cross', 'Malleshwara Circle', 'Link Road', 'Swastik Sheshadripuram College', 'Ananda Rao Circle', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'Town Hall', 'KR Market']",6909,1
273-B KMT-ABG,KR Market → Abbigere,1,['06:25:00'],37,"['KR Market', 'Town Hall', 'Corporation', 'Mysore Bank', 'Kempegowda Bus Station', 'Ananda Rao Circle', 'Swastik Sheshadripuram College', 'Central', 'Malleshwara Circle', 'Malleshwara 8th Cross (Sampige Road)', 'Malleshwaram11th Cross', 'Malleshwaram 15th Cross', 'Malleshwaram 18th Cross', 'Tata Institute', 'Yeshawanthapura Circle', 'Yeshawanthapura Tollgate', 'Yeshawanthapura Ayyappa Temple', 'Diwanarapalya', 'MS Ramaiah College', 'Mathikere', 'Gokula', 'BEL Circle', 'State Bank of India', 'Jalahalli Police Station', 'HMT Auditorium', 'HMT Post Office', 'Shopping Complex HMT', 'HMT Watch Factory', 'Kammagondanahalli Bridge', 'IAF Jalahalli', 'Shettyhalli Cross', 'HMT Siddarthanagara', 'AIR FORCE Quarters', 'Jalahalli West Shettyhalli Road', 'Shettyhalli', 'Medarahalli Railway Gate', 'Abbigere']",4801,0
273-B KMT-ABG,Abbigere → KR Market,1,['05:20:00'],37,"['Abbigere', 'Medarahalli Railway Gate', 'Shettyhalli', 'AIR FORCE Quarters', 'HMT Siddarthanagara', 'Shettyhalli Cross', 'IAF Jalahalli', 'Kammagondanahalli Bridge', 'HMT Watch Factory', 'Shopping Complex HMT', 'HMT Post Office', 'HMT Auditorium KIAS', 'HMT Auditorium', 'Jalahalli Police Station', 'State Bank of India', 'BEL Circle', 'Gokula', 'Mathikere', 'MS Ramaiah College', 'Diwanarapalya', 'Yeshawanthapura Ayyappa Temple', 'Yeshawanthapura Tollgate', 'Tata Institute', 'Malleshwaram 18th Cross', 'Malleshwaram 13th Cross', 'Malleshwaram 11th Cross', 'Malleshwara 8th Cross', 'Malleshwara Circle', 'Link Road', 'Swastik Sheshadripuram College', 'Ananda Rao Circle', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'Town Hall', 'KR Market']",4801,1
271-A,Kempegowda Bus Station → Abbigere,12,"['07:55:00', '08:35:00', '09:25:00', '10:00:00', '10:30:00', '13:15:00', '15:15:00', '15:45:00', '16:15:00', '16:55:00', '17:55:00', '20:05:00']",30,"['Kempegowda Bus Station', 'Ananda Rao Circle', 'Swastik Sheshadripuram College', 'Central', 'Malleshwara Circle', 'Malleshwara 8th Cross (Sampige Road)', 'Malleshwaram11th Cross', 'Malleshwaram 15th Cross', 'Malleshwaram 18th Cross', 'Tata Institute', 'Yeshawanthapura Circle', 'Yeshawanthapura Tollgate', 'Yeshawanthapura Ayyappa Temple', 'Diwanarapalya', 'MS Ramaiah College', 'Mathikere', 'Gokula', 'BEL Circle', 'State Bank of India', 'BEL Market', 'HMT Club House', 'Gangamma Circle', 'Fathima Church', 'Kammagondanahalli Bridge', 'KG Halli Post Office', 'S R S Mathikere', 'Kammagondanahalli Rama Temple', 'WIMAC Junction', 'Abbigere Cross', 'Abbigere']",3906,0
271-A,Abbigere → Kempegowda Bus Station,13,"['06:50:00', '07:30:00', '08:20:00', '09:20:00', '09:55:00', '10:45:00', '11:35:00', '12:15:00', '14:15:00', '15:25:00', '16:15:00', '16:50:00', '19:00:00']",28,"['Abbigere', 'Abbigere Cross', 'WIMAC Junction', 'Kammagondanahalli Rama Temple', 'S R S Mathikere', 'KG Halli Post Office', 'Kammagonda\u200cnahalli Bridge', 'Fathima Church', 'Gangamma Circle', 'HMT Club House', 'BEL Market 1', 'State Bank of India', 'BEL Circle', 'Gokula', 'Mathikere', 'MS Ramaiah College', 'Diwanarapalya', 'Yeshawanthapura Ayyappa Temple', 'Yeshawanthapura Tollgate', 'Tata Institute', 'Malleshwaram 18th Cross', 'Malleshwaram 13th Cross', 'Malleshwaram 11th Cross', 'Malleshwara 8th Cross', 'Malleshwara Circle', 'Link Road', 'Central', 'Kempegowda Bus Station']",3906,1
271-A KBS-VSD-ABG,Abbigere → Kempegowda Bus Station,1,['08:50:00'],27,"['Abbigere', 'Abbigere Cross', 'WIMAC Junction', 'Kammagondanahalli Rama Temple', 'S R S Mathikere', 'KG Halli Post Office', 'Kammagonda\u200cnahalli Bridge', 'Fathima Church', 'Gangamma Circle', 'HMT Club House', 'BEL Market 1', 'BEL Circle', 'Gokula', 'Mathikere', 'MS Ramaiah College', 'Diwanarapalya', 'Yeshawanthapura Ayyappa Temple', 'Yeshawanthapura Tollgate', 'Tata Institute', 'Malleshwaram 18th Cross', 'Bashyam Circle Sadashivanagara', 'RM Guttahalli', 'Sophiya School', 'Telephone Exchange AGO/VSD', 'Maharani College', 'Cauvery Bhavana', 'Kempegowda Bus Station']",3908,1
273-B,Kempegowda Bus Station → Abbigere,4,"['09:00:00', '16:15:00', '18:25:00', '21:00:00']",33,"['Kempegowda Bus Station', 'Ananda Rao Circle', 'Swastik Sheshadripuram College', 'Central', 'Malleshwara Circle', 'Malleshwara 8th Cross (Sampige Road)', 'Malleshwaram11th Cross', 'Malleshwaram 15th Cross', 'Malleshwaram 18th Cross', 'Tata Institute', 'Yeshawanthapura Circle', 'Yeshawanthapura Tollgate', 'Yeshawanthapura Ayyappa Temple', 'Diwanarapalya', 'MS Ramaiah College', 'Mathikere', 'Gokula', 'BEL Circle', 'State Bank of India', 'Jalahalli Police Station', 'HMT Auditorium', 'HMT Post Office', 'Shopping Complex HMT', 'HMT Watch Factory', 'Kammagondanahalli Bridge', 'IAF Jalahalli', 'Shettyhalli Cross', 'HMT Siddarthanagara', 'AIR FORCE Quarters', 'Jalahalli West Shettyhalli Road', 'Shettyhalli', 'Medarahalli Railway Gate', 'Abbigere']",4784,0
273-B,Abbigere → Kempegowda Bus Station,5,"['07:55:00', '10:05:00', '14:45:00', '17:20:00', '19:30:00']",31,"['Abbigere', 'Medarahalli Railway Gate', 'Shettyhalli', 'AIR FORCE Quarters', 'HMT Siddarthanagara', 'Shettyhalli Cross', 'IAF Jalahalli', 'Kammagondanahalli Bridge', 'HMT Watch Factory', 'Shopping Complex HMT', 'HMT Post Office', 'HMT Auditorium KIAS', 'HMT Auditorium', 'Jalahalli Police Station', 'State Bank of India', 'BEL Circle', 'Gokula', 'Mathikere', 'MS Ramaiah College', 'Diwanarapalya', 'Yeshawanthapura Ayyappa Temple', 'Yeshawanthapura Tollgate', 'Tata Institute', 'Malleshwaram 18th Cross', 'Malleshwaram 13th Cross', 'Malleshwaram 11th Cross', 'Malleshwara 8th Cross', 'Malleshwara Circle', 'Link Road', 'Central', 'Kempegowda Bus Station']",4784,1
270-D PSS-ABG,Peenya 2nd Stage → Abbigere,1,['07:20:00'],19,"['Peenya 2nd Stage', 'Peenya 14th Cross', 'Brundavana Peenya', 'NTTF Peenya', 'Rolling Mill', 'TVS Cross Peenya', 'Systems Peenya', 'Jalahalli Cross', 'Ayyappa Temple Jalahalli Cross', 'Shettyhalli Cross', 'IAF Jalahalli', 'Kammagonda\u200cnahalli Bridge', 'KG Halli Post Office', 'S R S Mathikere', 'Kammagondanahalli Rama Temple', 'WIMAC Junction', 'Abbigere Cross', 'Abbigere Dinne', 'Abbigere']",4759,0
273-B PSS-ABG,Peenya 2nd Stage → Abbigere,1,['14:01:00'],16,"['Peenya 2nd Stage', 'Peenya 14th Cross', 'Brundavana Peenya', 'NTTF Peenya', 'Rolling Mill', 'TVS Cross Peenya', 'Systems Peenya', 'Jalahalli Cross', 'Ayyappa Temple Jalahalli Cross', 'Shettyhalli Cross', 'HMT Siddarthanagara', 'AIR FORCE Quarters', 'Jalahalli West Shettyhalli Road', 'Shettyhalli', 'Medarahalli Railway Gate', 'Abbigere']",4798,0
401-AK ABG-PSS,Abbigere → Peenya 2nd stage,1,['21:10:00'],19,"['Abbigere', 'Abbigere Cross', 'WIMAC Junction', 'Kammagondanahalli Rama Temple', 'S R S Mathikere', 'KG Halli Post Office', 'Kammagondanahalli Bridge', 'IAF Jalahalli', 'Shettyhalli Cross', 'Ayyappa Temple Jalahalli Cross', 'Jalahalli Cross', 'Systems Peenya', 'TVS Cross Peenya', 'Rolling Mill', 'NTTF Peenya', 'Brundavana Peenya', 'Peenya 14th cross', 'Rajagopalanagara', 'Peenya 2nd stage']",3907,0
270-D,Shivajinagara Bus Station → Abbigere,3,"['08:40:00', '11:15:00', '13:50:00']",32,"['Shivajinagara Bus Station', 'Indian Express', 'Cunningham Road', 'Vasantha Nagara', 'Jayamahal', 'Munireddy Palya J C Nagara', 'TV Tower', 'Mekhri Circle', 'CPRI', 'Tata Institute', 'Yeshawanthapura Circle', 'Yeshawanthapura Tollgate', 'Yeshawanthapura Ayyappa Temple', 'Diwanarapalya', 'MS Ramaiah College', 'Mathikere', 'Gokula', 'BEL Circle', 'State Bank of India', 'BEL Market', 'HMT Club House', 'Gangamma Circle', 'Fathima Church', 'Kammagondanahalli Bridge', 'KG Halli Post Office', 'S R S Mathikere', 'WIMAC Junction', 'Kammagondanahalli Rama Temple', 'Abbigere Cross', 'Abbigere Dinne', 'Abbigere Gate', 'Abbigere']",4756,0
270-D,Abbigere → Shivajinagara Bus Station,4,"['07:40:00', '09:45:00', '12:20:00', '15:20:00']",29,"['Abbigere', 'Abbigere Dinne', 'Abbigere Cross', 'WIMAC Junction', 'Kammagondanahalli Rama Temple', 'S R S Mathikere', 'KG Halli Post Office', 'Kammagonda\u200cnahalli Bridge', 'Fathima Church', 'Gangamma Circle', 'HMT Club House', 'BEL Market 1', 'BEL Circle', 'Gokula', 'Mathikere', 'MS Ramaiah College', 'Diwanarapalya', 'Yeshawanthapura Ayyappa Temple', 'Yeshawanthapura Tollgate', 'Tata Institute', 'CPRI', 'Mekhri Circle', 'TV Tower', 'Munireddy Palya J C Nagara', 'Jayamahal', 'Cantonment Railway Station', 'CSI Hospital', 'Indian Express', 'Shivajinagara Bus Station']",4756,1
248-U,Summanahalli → Abbigere,8,"['09:15:00', '10:10:00', '11:40:00', '12:35:00', '14:20:00', '15:15:00', '16:55:00', '17:50:00']",31,"['Summanahalli', 'Kottigepalya', 'Lakshmi Institution', 'Sunkadakatte', 'Janapriya Apartment', 'Herohalli Cross', 'Maruthi Nagara', 'Mahadeshwara Nagara', 'Prasanna Layout', 'Nagaraholenagara Cross', 'Neelagiri Thopu', 'Hegganahalli Cross', 'Hegganahalli', 'Milk Dairy Hegganahalli', 'Peenya 2nd Stage', 'Peenya 14th Cross', 'Brundavana Peenya', 'NTTF Peenya', 'Rolling Mill', 'TVS Cross Peenya', 'Systems Peenya', 'Jalahalli Cross', 'Ayyappa Temple Jalahalli Cross', 'Shettyhalli Cross', 'HMT Siddarthanagara', 'AIR FORCE Quarters', 'Jalahalli West Shettyhalli Road', 'Shettyhalli', 'Medarahalli Railway Gate', 'Abbigere Gate', 'Abbigere']",7932,0
248-U,Abbigere → Summanahalli,8,"['08:10:00', '09:05:00', '10:35:00', '11:30:00', '13:15:00', '13:40:00', '15:50:00', '16:45:00']",27,"['Abbigere', 'Abbigere Gate', 'Medarahalli Railway Gate', 'Shettyhalli', 'Jalahalli West Shettyhalli Road', 'AIR FORCE Quarters', 'HMT Siddarthanagara', 'Shettyhalli Cross', 'Ayyappa Temple Jalahalli Cross', 'Jalahalli Cross', 'Systems Peenya', 'TVS Cross Peenya', 'Rolling Mill', 'NTTF Peenya', 'Brundavana Peenya', 'Peenya 14th cross', 'Rajagopalanagara', 'Peenya 2nd stage', 'Milk Dairy Hegganahalli', 'Hegganahalli', 'Hegganahalli Cross', 'Neelagiri Thopu', 'Vigneshwara Nagara', 'Janapriya Apartment', 'Sunkadakatte', 'Kottigepalya', 'Summanahalli']",7932,1
MF-49,Chikkabidarakallu Metrto Station → Acharya Institute of Technology,13,"['07:30:00', '08:15:00', '09:05:00', '10:20:00', '11:05:00', '11:45:00', '12:25:00', '13:30:00', '14:10:00', '14:50:00', '15:30:00', '16:10:00', '17:10:00']",8,"['Chikkabidarakallu Metrto Station', 'Thotada Guddadahalli', 'Govt School Thotada Guddadahalli', 'Thammenahalli Palya', 'Thammenahalli', 'Thammenahalli Cross', 'Achyuthanagara Gate', 'Acharya Institute of Technology']",9195,0
MF-49,Acharya Institute of Technology → Chikkabidarakallu Metrto Station,13,"['07:50:00', '08:40:00', '09:30:00', '10:45:00', '11:25:00', '12:05:00', '12:45:00', '13:50:00', '14:30:00', '15:10:00', '15:50:00', '16:35:00', '17:35:00']",8,"['Acharya Institute of Technology', 'Achyuthanagara Gate', 'Thammenahalli Cross', 'Thammenahalli', 'Thammenahalli Palya', 'Govt School Thotada Guddadahalli', 'Thotada Guddadahalli', 'Chikkabidarakallu Metrto Station']",9195,1
V-250SB,Acharya Institute of Technology → KR Market,1,['09:00:00'],33,"['Acharya Institute of Technology', 'Achyuthanagara Gate', 'Thammenahalli Cross', 'Ganapathi Nagara Raghavendra Badavane', 'Janapriya Apartment', 'Sapthagiri Hospital', 'Sapthagiri College', 'Bone Mill', 'Bagalagunte', 'Widia School', '8th Mile Dasarahalli', 'T Dasarahalli', 'Jalahalli Cross', 'Peenya Industry Metro Station', 'SRS Peenya', 'Peenya Metro Station', 'CMTI', 'Goraguntepalya', 'MEI Factory', 'RMC Yard (Yeshawanthapura New Railway Station)', 'Govardhan Talkies', 'Yeshawanthapura Bus Station', 'Tata Institute', 'Malleshwaram 18th Cross', 'Malleshwaram 13th Cross', 'Malleshwaram 11th Cross', 'Malleshwara 8th Cross', 'Swastik Sheshadripuram College', 'Ananda Rao Circle', 'Maharani College', 'Corporation', 'Town Hall', 'KR Market']",7616,0
V-KBS-AIT,Kempegowda Bus Station → Acharya Institute of Technology,2,"['07:30:00', '17:05:00']",23,"['Kempegowda Bus Station', 'Central', 'Malleshwara Circle', 'Malleshwara 8th Cross (Sampige Road)', 'Malleshwaram11th Cross', 'Malleshwaram 15th Cross', 'Malleshwaram 18th Cross', 'Tata Institute', 'Yeshawanthapura Bus Station', 'Govardhan Talkies', 'RMC Yard (Yeshawanthapura New Railway Station)', 'MEI Factory', 'Goraguntepalya', 'CMTI', 'SRS Peenya', 'Peenya Industry Metro Station', 'Jalahalli Cross', 'T Dasarahalli', '8th Mile Dasarahalli', 'Widia School', 'Bagalagunte', 'Janapriya Apartment', 'Acharya Institute of Technology']",7400,0
V-KBS-AIT,Acharya Institute of Technology → Kempegowda Bus Station,1,['18:40:00'],29,"['Acharya Institute of Technology', 'Janapriya Apartment', 'Sapthagiri Hospital', 'Sapthagiri College', 'Bone Mill', 'MEI Layout Arch', 'Bagalagunte', 'Widia School', '8th Mile Dasarahalli', 'T Dasarahalli', 'Jalahalli Cross', 'Peenya Industry Metro Station', 'SRS Peenya', 'Peenya Metro Station', 'CMTI', 'Goraguntepalya', 'MEI Factory', 'RMC Yard (Yeshawanthapura New Railway Station)', 'Govardhan Talkies', 'Yeshawanthapura Bus Station', 'Tata Institute', 'Malleshwaram 18th Cross', 'Malleshwaram 13th Cross', 'Malleshwaram 11th Cross', 'Malleshwara 8th Cross', 'Malleshwara Circle', 'Link Road', 'Central', 'Kempegowda Bus Station']",7400,1
342-K,KR Market (Kalasipalya) → Adigara Kallahalli,2,"['07:05:00', '20:10:00']",47,"['KR Market (Kalasipalya)', 'Makkala Koota', 'Basappa Circle', 'Lalbagh Main Gate', 'Lalbagh Hopcoms', 'Wilson Garden 7th Cross', 'Lakkasandra', 'Nimhans Hospital', 'Bengaluru Dairy Circle', 'Muneshwara Devasthana', 'Hosur Road Junction', 'St Johns Hospital', 'Koramangala Water Tank', 'Kudure Mukha Colony', 'St francis College', 'Koramangala 1st Block', 'Jakkasandra', 'Agara Junction', 'Ibbaluru', 'Bellanduru Gate SJP Road', 'Kaikondrahalli', 'Junnasandra Gate Wipro Regional Office', 'Radhareddy Layout', 'Doddakannalli', 'Carmelram Gate', 'Ambedkar Nagara', 'Wipro Campus Sarjapura Road', 'Kodathi Gate', 'Sulikunte', 'Muttanalluru Cross', 'Subramanya Swamy Temple', 'Dommasandra Circle', 'Dommasandra', 'Thigalara Chowdenahalli Cross', 'Chambenahalli', 'Yamare', 'Crystal Apartment Sarjapura Road', 'Sompura Gate', 'Sarjapura Circle', 'Sarjapura', 'Sarjapura Circle', 'Bikkanahalli Junction', 'Garments Factory Borugunte', 'Boorugunte', 'Billapura', 'Exide Gate', 'Adigara Kallahalli']",3257,0
342-K,Adigara Kallahalli → KR Market (Kalasipalya),3,"['05:30:00', '08:30:00', '09:30:00']",46,"['Adigara Kallahalli', 'Exide Gate', 'Billapura', 'Boorugunte', 'Garments Factory Borugunte', 'Bikkanahalli Junction', 'Sarjapura Circle', 'Sarjapura', 'Sarjapura Circle', 'Sompura Gate', 'Crystal Apartment Sarjapura Road', 'Yamare', 'Chambenahalli', 'Thigalara Chowdenahalli Cross', 'Dommasandra', 'Dommasandra Circle', 'Subramanya swamy Temple', 'Muttanalluru Cross', 'Sulikunte', 'Kodathi Gate', 'Wipro Campus Sarjapura Road', 'Ambedkar Nagara', 'Carmelram Gate', 'Doddakannalli', 'Radhareddy Layout', 'Junnasandra Gate Wipro Regional Office', 'Kaikondrahalli', 'Bellanduru Gate SJP Road', 'Ibbaluru', 'Agara Junction', 'Jakkasandra', 'Koramangala 1st Block', 'St francis College', 'Kudure Mukha Colony', 'Koramangala Water Tank', 'St Johns Hospital', 'Hosur Road junction', 'Muneshwara Devasthana', 'Bengaluru Dairy Circle', 'Nimhans Hospital', 'Lakkasandra', 'Wilson Garden 7th Cross', 'Lalbagh Hopcoms', 'Lalbagh Main Gate', 'Town Hall', 'KR Market (Kalasipalya)']",3257,1
342-K KBS-ADK,Kempegowda Bus Station → Adigara Kallahalli,1,['06:10:00'],51,"['Kempegowda Bus Station', 'Maharani College', 'KR Circle', 'St Marthas Hospital', 'Corporation', 'Subbaiah Circle', 'KH Road', 'Shanthinagara Bus Station', 'Wilson Garden Police Station', 'Wilson Garden 12th Cross', 'Lakkasandra', 'Nimhans Hospital', 'Bengaluru Dairy Circle', 'Muneshwara Devasthana', 'Hosur Road Junction', 'St Johns Hospital', 'Koramangala Water Tank', 'Kudure Mukha Colony', 'St francis College', 'Koramangala 1st Block', 'Jakkasandra', 'Agara Junction', 'Ibbaluru', 'Bellanduru Gate SJP Road', 'Kaikondrahalli', 'Junnasandra Gate Wipro Regional Office', 'Radhareddy Layout', 'Doddakannalli', 'Carmelram Gate', 'Ambedkar Nagara', 'Wipro Campus Sarjapura Road', 'Kodathi Gate', 'Sulikunte', 'Muttanalluru Cross', 'Subramanya Swamy Temple', 'Dommasandra Circle', 'Dommasandra', 'Thigalara Chowdenahalli Cross', 'Chambenahalli', 'Yamare', 'Crystal Apartment Sarjapura Road', 'Sompura Gate', 'Sarjapura Circle', 'Sarjapura', 'Sarjapura Circle', 'Bikkanahalli Junction', 'Garments Factory Borugunte', 'Boorugunte', 'Billapura', 'Exide Gate', 'Adigara Kallahalli']",8899,0
289 YHKOT-ARS,Yelahanka Old Town → Aerospace Bagalur,2,"['08:55:00', '16:40:00']",24,"['Yelahanka Old Town', 'Yelahanka Santhe Circle', 'Kogilu Cross', 'Kendriya Vihara', 'Venkatala', 'Palanahalli Gate', 'Bagalur Cross', 'Dwaraka Nagara', 'Kattigenahalli Cross', 'Reva College Gate', 'Country Club Bagaluru', 'Srinivasapura Cross', 'Sathanur Colony', 'Sathanur', 'Bagalur Sante/ CMR University Cross', 'Bagalur Santhe Circle', 'Bagalur', 'Bagalur Colony', 'Navodaya School Bagalur', 'KIADB Hoovinayakanahalli Gate', 'Shell Company', 'IT Park Bagalur', 'KIADB Circle Bagalur', 'Aerospace Bagalur']",3725,0
289 YHKOT-ARS,Aerospace Bagalur → Yelahanka Old Town,2,"['10:00:00', '17:45:00']",24,"['Aerospace Bagalur', 'KIADB Circle Bagalur', 'IT Park ಭagalur', 'Shell Company', 'KIADB Hoovinayakanahalli Gate', 'Navodaya School Bagalur', 'Bagalur Colony', 'Bagalur', 'Bagalur Santhe\u200c Circle', 'Bagalur Sante/ CMR University Cross', 'Sathanur', 'Sathanur Colony', 'Srinivasapura Cross', 'Country Club Bagaluru', 'Reva College Gate', 'Kattigenahalli Cross', 'Dwaraka Nagara', 'Bagalur Cross', 'Palanahalli Gate', 'Venkatala', 'Kendriya Vihara', 'Kogilu Cross', 'Yelahanka Santhe Circle', 'Yelahanka Old Town']",3725,1
HSR FDR-1,Agara Junction → Agara Junction,56,"['06:00:00', '06:20:00', '06:40:00', '07:00:00', '07:20:00', '07:40:00', '07:55:00', '08:10:00', '08:25:00', '08:40:00', '09:00:00', '09:15:00', '09:20:00', '09:40:00', '09:55:00', '10:10:00', '10:30:00', '10:50:00', '11:00:00', '11:10:00', '11:20:00', '11:40:00', '11:50:00', '12:05:00', '12:15:00', '12:25:00', '12:35:00', '13:00:00', '13:15:00', '13:40:00', '14:20:00', '14:50:00', '15:05:00', '15:20:00', '15:30:00', '16:00:00', '16:10:00', '16:20:00', '16:30:00', '16:50:00', '17:00:00', '17:10:00', '17:25:00', '17:40:00', '18:00:00', '18:20:00', '18:35:00', '19:05:00', '19:30:00', '20:00:00', '20:15:00', '20:45:00', '21:15:00', '21:45:00', '22:00:00', '22:25:00']",23,"['Agara Junction', 'HSR Layout Police Station', 'CPWD Quarters HSR Layout', 'NIFT College', 'HSR Layout KEB', 'Parangipalya', 'The HSR Club', 'Amruth Sweets', 'Born Babies', 'MC Donald', 'Srirangam Silk House HSR Layout', 'Mangammanapalya', 'Salarpuria Apartment', 'Vasudev Adigas Hotel', 'Srirangam Silk House HSR Layout', 'MC Donald', 'Swabiman Park', 'Nandini Cool Joint', 'MTR Hotel', 'Depot-25 Gate', 'Thirumala Theatre', 'HSR Lay Out Police Station', 'Agara Junction']",6438,0
HSR FDR-1A,Agara Junction → Agara Junction,56,"['06:10:00', '06:30:00', '06:50:00', '07:10:00', '07:30:00', '07:45:00', '08:05:00', '08:20:00', '08:35:00', '08:50:00', '09:10:00', '09:20:00', '09:30:00', '09:50:00', '10:00:00', '10:20:00', '10:40:00', '11:00:00', '11:10:00', '11:20:00', '11:30:00', '11:50:00', '12:00:00', '12:15:00', '12:25:00', '12:35:00', '12:45:00', '13:10:00', '13:25:00', '13:55:00', '14:30:00', '15:00:00', '15:15:00', '15:30:00', '15:40:00', '16:10:00', '16:20:00', '16:30:00', '16:40:00', '17:00:00', '17:10:00', '17:20:00', '17:35:00', '17:50:00', '18:10:00', '18:30:00', '18:45:00', '19:15:00', '19:40:00', '20:10:00', '20:25:00', '20:55:00', '21:25:00', '21:55:00', '22:10:00', '22:35:00']",21,"['Agara Junction', 'Nandas Hotel', 'MTR Hotel', 'Nandini Cool Joint', 'Swabhiman Park', 'MC Donald', 'Srirangam Silk House HSR Layout', 'Vasudev Adigas Hotel', 'Salarpuria Apartment', 'Mangammanapalya', 'Srirangam Silk House HSR Layout', 'MC Donald', 'Born Babies', 'Amruth Sweets', 'The HSR Club', 'Parangipalya', 'HSR Layout KEB', 'NIFT College', 'CPWD Quarters HSR Layout', 'HSR Lay Out Police Station', 'Agara Junction']",6437,0
